siret,naf,ri,F_1_4,F_2_2,F_2_4,F_3_3
38968162800019,10.13A,8016.39,4.5,10,5.38,4.81
40672007800012,31.02Z,3226.25,2.5,5.15,2.48,0.36
57645067000046,10.91Z,3569.7,7.8,0,2.28,5.53
32046460500015,11.01Z,2445.34,2.2,0,2.36,2.32
31481545700028,10.51C,16023.08,5.8,10,9.89,8.91
33418038700014,10.11Z,5730.55,6.1,8.33,2.58,6.05
95450343900273,27.12Z,3715.4,1.9,8.22,2.27,1.18
57201066800042,27.11Z,5003.11,6.8,8.86,2.25,3.61
44113380800101,30.11Z,3776.83,2.5,9.8,2.05,0.51
43404361800033,38.11Z,2509.03,1.3,1.34,2.52,0.75
90592016100015,16.23Z,6702.58,10,6.56,2.4,7.52
90552017700015,11.01Z,2445.34,2.2,0,2.36,2.32
31497178900024,10.11Z,5730.55,6.1,8.33,2.58,6.05
38211923800063,38.11Z,2509.03,1.3,1.34,2.52,0.75
77564414900053,38.11Z,2509.03,1.3,1.34,2.52,0.75
51108990600016,01.24Z,3743.51,1.7,10.0,1.79,2.15
30907239500028,25.11Z,3995.37,3.4,10.0,2.17,0.74
53323207000029,20.15Z,7769.38,10,7.37,2.2,10
38008483000021,22.22Z,4535.07,9.0,0,2.51,9.09
44104899800013,26.12Z,2449.22,2.9,0,2.26,1.73
35154700500014,03.21Z,3639.9,1.4,8.82,2.04,1.35
48437283400016,03.21Z,3639.9,1.4,8.82,2.04,1.35
53780573100024,58.14Z,2174.94,0.2,0,1.63,0.19
39327482400019,20.59Z,4057.45,4.9,6.36,2.28,3.09
99575028800012,28.25Z,3316.74,5.0,3.01,2.23,2.69
99675003000040,28.93Z,2813.74,0.5,3.94,2.21,0.17
1715010300046,20.41Z,4084.46,1.8,9.74,2.46,1.08
49325490800087,17.21A,7414.49,10,1.93,7.32,10
31417553000026,32.12Z,2334.81,0.8,0.57,2.18,0.95
77557095500242,10.91Z,3386.56,6.6,0,2.28,5.53
32882392700012,10.71A,2187.31,0.2,0,9.93,0.48
70282046500053,25.73B,5836.52,2.4,10,4.45,1.93
71206150600051,27.33Z,4086.15,4.0,9.01,2.42,0.93
34471383900027,20.16Z,8000.26,10,6.98,2.52,10
34440372000016,22.23Z,3984.5,5.7,5.48,2.46,2.67
34348850800734,38.21Z,4021.27,1.4,10.0,2.4,0.75
48344501100016,27.51Z,3121.67,2.5,4.64,2.5,0.19
32631335000018,38.11Z,2509.03,1.3,1.34,2.52,0.75
43193093200014,10.72Z,2172.18,0.2,0,2.56,0.13
30364986700015,23.64Z,3861.92,0.5,10.0,2.3,0.47
68282021200038,28.99B,2614.9,1.2,1.14,4.32,0.74
80489728800010,17.12Z,4127.7,3.2,6.62,2.33,4.72
39328005200019,10.51C,16573.77,6.3,10,9.89,8.91
32025171300014,29.32Z,2967.4,5.6,0.8,2.43,2.66
48112740500027,10.72Z,2167.72,0.1,0,2.56,0.13
62282003300018,16.23Z,6329.48,8.8,6.56,2.4,7.52
40315823100023,23.61Z,3830.12,1.9,10.0,2.21,0.0
44920741400037,20.51Z,2205.6,0.7,0.02,2.39,0.28
39259470100014,28.92Z,3500.25,0.1,8.17,2.25,0.27
32308569600025,10.51C,16573.77,6.3,10,9.89,8.91
39526947500038,10.13B,7976.64,4.4,10,5.38,4.81
37931308300022,10.12Z,4190.33,1.3,9.23,2.74,1.57
32234464900015,16.23Z,6702.58,10,6.56,2.4,7.52
49658010100020,10.91Z,3569.7,7.8,0,2.28,5.53
77737984300017,10.91Z,3584.96,7.9,0,2.28,5.53
39205635400013,25.99B,11511.75,10,10,4.89,7.43
71282097600074,10.51C,16573.77,6.3,10,9.89,8.91
38272223900029,26.52Z,3480.33,0,8.41,2.18,0
50053124900018,25.21Z,2169.53,0.2,0,2.31,0.07
53429528200022,10.12Z,4201.65,1.4,9.23,2.74,1.57
49009659100204,08.12Z,4387.16,3.4,10.0,2.14,3.03
1575153000054,10.72Z,2172.18,0.2,0,2.56,0.13
45099036100070,10.11Z,5818.39,6.4,8.33,2.58,6.05
48728001800523,58.14Z,2174.94,0.2,0,1.63,0.19
51050509200013,01.13Z,3804.89,1.5,9.41,2.08,1.74
43422235200057,20.41Z,4075.53,1.7,9.74,2.46,1.08
30834849900093,28.14Z,2268.16,1.4,0,2.32,0.76
8688003600461,38.11Z,2509.03,1.3,1.34,2.52,0.75
62200758100029,23.91Z,4162.27,2.5,10.0,2.32,1.54
37940287800027,10.39A,6111.47,0.9,10,5.27,1.13
55208173900039,22.22Z,4758.8,10,0,2.51,9.09
34909410200010,22.11Z,2307.89,1.4,0.29,2.56,0.53
47989032900010,26.12Z,2433.91,2.7,0,2.26,1.73
55215014600033,28.29A,10867.63,8.7,10,4.5,8.43
37568013900140,14.14Z,3817.65,0.4,10.0,2.24,0.49
41025874300021,23.61Z,3830.12,1.9,10.0,2.21,0.0
32728036800157,10.85Z,2490.8,0.8,1.17,2.8,1.08
32514746000019,25.93Z,6205.37,10,5.3,2.27,7.67
32495827100011,28.99B,2608.85,1.1,1.14,4.32,0.74
41899726800010,22.22Z,4758.8,10,0,2.51,9.09
60298036900014,20.53Z,2165.76,0.1,0,2.48,0.08
38978396000070,22.19Z,7157.42,9.9,9.24,2.6,5.99
70298022800010,28.15Z,5990.34,8.6,10.0,2.43,4.1
40819363900015,28.25Z,3350.87,5.3,3.01,2.23,2.69
38079244000022,32.99Z,2639.68,0.5,2.56,2.35,0.52
41315667000015,10.39A,6099.06,0.8,10,5.27,1.13
53846586500011,22.29A,5478.54,6.4,3.84,5.03,5.69
38050548700013,20.42Z,3934.4,0.5,10.0,2.43,0.06
44859636100023,24.42Z,8652.39,10,9.04,2.36,10
52844813700026,22.19Z,7188.01,10,9.24,2.6,5.99
33980603600036,13.92Z,3618.54,0.6,8.54,2.29,0.43
75850100100625,27.33Z,4086.15,4.0,9.01,2.42,0.93
33760421900028,25.11Z,3966.24,3.0,10.0,2.17,0.74
33815958500029,22.22Z,4311.34,8.0,0,2.51,9.09
34150232600034,20.42Z,3934.4,0.5,10.0,2.43,0.06
41982273900019,01.23Z,3839.9,0.3,10.0,2.16,2.15
33790291000013,20.13B,7702.38,9.5,5.12,4.4,7.93
35396431500025,10.89Z,6670.62,8.6,5.26,2.49,9.9
45324653000019,23.43Z,2212.9,0.7,0,2.59,0.47
43548052000012,10.82Z,5393.9,5.2,8.1,2.74,5.45
81021271200014,13.96Z,2396.71,0.6,1.1,2.47,0.34
37932725700018,22.29B,5505.11,6.5,3.84,5.03,5.69
35157805900013,17.29Z,3029.2,3.2,2.5,2.23,2.76
66735008600035,38.12Z,3758.73,0.7,8.8,2.44,0.37
47982472400062,20.42Z,3934.4,0.5,10.0,2.43,0.06
31293796400012,10.72Z,2172.18,0.2,0,2.56,0.13
39028264800026,25.21Z,2165.19,0.1,0,2.31,0.07
40326458300010,20.42Z,3934.4,0.5,10.0,2.43,0.06
37568013900157,14.14Z,3817.65,0.4,10.0,2.24,0.49
75095194900015,22.29B,5505.11,6.5,3.84,5.03,5.69
35204129700032,22.11Z,2286.65,1.0,0.29,2.56,0.53
48364403500048,10.11Z,5144.99,4.1,8.33,2.58,6.05
82493490500012,10.12Z,4190.33,1.3,9.23,2.74,1.57
49235647200034,25.11Z,3973.52,3.1,10.0,2.17,0.74
41074887500011,27.11Z,5077.61,7.2,8.86,2.25,3.61
38592023600044,23.61Z,3830.12,1.9,10.0,2.21,0.0
76650001100024,17.21A,7414.49,10,1.93,7.32,10
30696611000042,71.11Z,2382.5,3.4,0,1.1,0.76
33483232600022,22.29B,5159.59,5.2,3.84,5.03,5.69
48936082600015,25.11Z,3988.08,3.3,10.0,2.17,0.74
51121937000018,30.11Z,3783.05,2.6,9.8,2.05,0.51
49458079800028,35.11Z,4978.0,10,0,1.9,10
38425487600012,01.24Z,3731.16,1.6,10.0,1.79,2.15
33402378500010,27.12Z,3741.73,2.2,8.22,2.27,1.18
31893173000028,27.12Z,3741.73,2.2,8.22,2.27,1.18
50160475500147,38.21Z,4021.27,1.4,10.0,2.4,0.75
32199536700059,20.59Z,4131.86,5.4,6.36,2.28,3.09
39924000100046,25.92Z,4010.11,4.9,5.23,2.43,3.65
39496289800026,22.29A,5451.96,6.3,3.84,5.03,5.69
75920110600052,31.09B,5839.22,0.8,10,4.97,0.73
76020022000027,22.29A,5451.96,6.3,3.84,5.03,5.69
81722017100034,23.61Z,3830.12,1.9,10.0,2.21,0.0
75134212200015,28.99B,2608.85,1.1,1.14,4.32,0.74
50955345900108,11.02A,2232.6,0.6,0,4.52,0.95
75620035800049,22.22Z,4669.31,9.6,0,2.51,9.09
54201442800321,10.51D,16573.77,6.3,10,9.89,8.91
33140593600047,38.11Z,2509.03,1.3,1.34,2.52,0.75
81238425300017,22.29B,5451.96,6.3,3.84,5.03,5.69
30275135900027,25.11Z,3988.08,3.3,10.0,2.17,0.74
75850100100260,27.33Z,4045.78,3.5,9.01,2.42,0.93
41028670200023,13.96Z,2391.75,0.5,1.1,2.47,0.34
41555011000019,25.92Z,3800.31,3.6,5.23,2.43,3.65
31533256900013,10.51C,16573.77,6.3,10,9.89,8.91
34934109900035,22.29A,5451.96,6.3,3.84,5.03,5.69
52410917000018,20.14Z,6015.02,10,2.49,2.42,10
73201705800049,28.29B,10808.65,8.6,10,4.5,8.43
34173799700013,01.13Z,3871.46,2.1,9.41,2.08,1.74
37823997400058,14.13Z,3805.16,0.6,9.88,2.22,0.69
32567538700014,23.61Z,3830.12,1.9,10.0,2.21,0.0
33572009000018,11.07A,5465.44,0,10.0,4.59,0.0
71378027800030,28.13Z,5078.28,10,5.33,2.42,4.26
33578023500024,20.15Z,7769.38,10,7.37,2.2,10
42316962200028,10.51A,16573.77,6.3,10,9.89,8.91
95420083800090,25.92Z,3993.97,4.8,5.23,2.43,3.65
33266286500028,28.41Z,3720.77,1.2,9.29,2.2,0.49
38322341900011,28.15Z,5967.99,8.5,10.0,2.43,4.1
37934891500057,28.22Z,3316.21,1.3,6.52,2.21,0.77
44906526700014,20.59Z,4131.86,5.4,6.36,2.28,3.09
44454576800012,38.32Z,2207.54,0.7,0,2.49,0.37
38921885000037,20.14Z,6015.02,10,2.49,2.42,10
96750295600089,22.29A,5451.96,6.3,3.84,5.03,5.69
33026394800011,29.32Z,2927.23,5.2,0.8,2.43,2.66
35005058900141,38.11Z,2509.03,1.3,1.34,2.52,0.75
79054603000012,10.11Z,6023.33,7.1,8.33,2.58,6.05
65980317500077,13.91Z,2504.56,2.8,0.0,2.5,2.38
81602028300130,23.52Z,3649.57,0.1,9.81,2.1,0.13
39938489000048,20.53Z,2165.76,0.1,0,2.48,0.08
30127612700075,17.22Z,3891.84,7.2,0.0,2.5,7.78
80123392500057,32.12Z,2334.81,0.8,0.57,2.18,0.95
42071261400023,10.82Z,5393.9,5.2,8.1,2.74,5.45
43501020200024,58.13Z,2158.0,0,0,1.7,0.0
40415763800028,10.85Z,2484.08,0.7,1.17,2.8,1.08
39128834700035,26.51B,3862.21,4.8,3.06,4.37,2.69
30938369300012,10.91Z,3233.93,5.6,0,2.28,5.53
34241243400017,20.14Z,6015.02,10,2.49,2.42,10
49901167400011,11.01Z,2445.34,2.2,0,2.36,2.32
31484116400028,03.21Z,3639.9,1.4,8.82,2.04,1.35
41500374800027,26.12Z,2418.59,2.5,0,2.26,1.73
30119329800017,11.02A,2220.4,0.4,0,4.52,0.95
24210041000115,38.11Z,2509.03,1.3,1.34,2.52,0.75
38835376500026,24.45Z,4436.16,7.7,3.64,2.26,5.3
43384200200027,22.19Z,7126.84,9.8,9.24,2.6,5.99
43318512100061,26.51B,3809.48,4.4,3.06,4.37,2.69
34323685700045,28.29A,10100.8,7.4,10,4.5,8.43
38432680700037,31.02Z,3220.88,2.4,5.15,2.48,0.36
30995355200028,01.21Z,3540.59,0.8,10.0,1.76,1.13
48926778100016,22.22Z,4758.8,10,0,2.51,9.09
33242624600085,38.11Z,2509.03,1.3,1.34,2.52,0.75
3548005200014,17.21A,7414.49,10,1.93,7.32,10
31840299700015,10.72Z,2172.18,0.2,0,2.56,0.13
25220210600024,38.11Z,2509.03,1.3,1.34,2.52,0.75
40045217300026,25.11Z,3980.8,3.2,10.0,2.17,0.74
80739171900018,14.13Z,3798.09,0.5,9.88,2.22,0.69
25240532900035,38.21Z,4021.27,1.4,10.0,2.4,0.75
31004661000054,10.12Z,4201.65,1.4,9.23,2.74,1.57
65282052300015,17.21A,7414.49,10,1.93,7.32,10
31857058700036,10.85Z,2490.8,0.8,1.17,2.8,1.08
43532880200028,10.82Z,5393.9,5.2,8.1,2.74,5.45
33332261800013,38.11Z,2509.03,1.3,1.34,2.52,0.75
31212748300021,28.29B,10041.81,7.3,10,4.5,8.43
34866581100025,28.93Z,2799.69,0.2,3.94,2.21,0.17
44224815900026,10.39A,6111.47,0.9,10,5.27,1.13
77735416800018,10.91Z,3584.96,7.9,0,2.28,5.53
52818627300025,38.21Z,4021.27,1.4,10.0,2.4,0.75
54203575300046,22.19Z,6545.71,7.9,9.24,2.6,5.99
48116694000017,28.22Z,3316.21,1.3,6.52,2.21,0.77
51889996800060,10.91Z,3493.39,7.3,0,2.28,5.53
32637969000018,16.24Z,2184.04,0.4,0,2.51,0.19
87555023800021,26.52Z,3480.33,0,8.41,2.18,0
41206860300023,01.13Z,3904.74,2.4,9.41,2.08,1.74
30733736000027,01.21Z,3540.59,0.8,10.0,1.76,1.13
33266237800030,22.29A,5505.11,6.5,3.84,5.03,5.69
56207992100051,25.94Z,4659.98,4.9,10.0,2.36,2.36
39385363500026,29.32Z,2987.48,5.8,0.8,2.43,2.66
38393676200012,29.32Z,2987.48,5.8,0.8,2.43,2.66
32240991300041,22.22Z,4758.8,10,0,2.51,9.09
30391591200024,14.19Z,2934.44,0.7,4.22,2.33,0.67
49909252600023,25.12Z,4524.81,4.6,10.0,2.42,1.76
63282044500013,10.91Z,3386.56,6.6,0,2.28,5.53
35147550400053,58.14Z,2174.94,0.2,0,1.63,0.19
44461705400010,26.12Z,2433.91,2.7,0,2.26,1.73
42486466800043,20.14Z,6015.02,10,2.49,2.42,10
34873976400044,30.11Z,3764.39,2.3,9.8,2.05,0.51
30058672400035,08.12Z,3935.24,0.7,10.0,2.14,3.03
55208131722061,35.11Z,3332.4,3.2,0,1.9,10
33058896300026,25.11Z,3988.08,3.3,10.0,2.17,0.74
41852798200015,25.11Z,3980.8,3.2,10.0,2.17,0.74
44534057300010,25.99B,11511.75,10,10,4.89,7.43
80722036300012,25.72Z,2331.66,1.6,0,2.44,1.48
72298022400017,22.23Z,3997.65,5.8,5.48,2.46,2.67
50851378500180,10.11Z,5467.05,5.2,8.33,2.58,6.05
47914887600028,10.11Z,5789.11,6.3,8.33,2.58,6.05
43410452700016,10.89Z,6670.62,8.6,5.26,2.49,9.9
34147384100029,20.59Z,4116.97,5.3,6.36,2.28,3.09
66382041300206,27.33Z,4094.23,4.1,9.01,2.42,0.93
34909644600027,10.72Z,2172.18,0.2,0,2.56,0.13
34348850800569,38.21Z,4021.27,1.4,10.0,2.4,0.75
37990170500051,22.29B,5505.11,6.5,3.84,5.03,5.69
43419014600010,20.42Z,3934.4,0.5,10.0,2.43,0.06
35270320100066,17.12Z,4295.1,4.0,6.62,2.33,4.72
38818508400042,13.95Z,4453.29,2.8,10.0,2.48,2.38
50851378500123,10.11Z,6023.33,7.1,8.33,2.58,6.05
41427049600014,28.95Z,2432.51,0,1.69,2.26,0
37761294000017,29.32Z,2947.31,5.4,0.8,2.43,2.66
33908201800013,10.85Z,2490.8,0.8,1.17,2.8,1.08
38859089500016,10.72Z,2172.18,0.2,0,2.56,0.13
51743241500027,01.13Z,3871.46,2.1,9.41,2.08,1.74
79143283400012,24.51Z,3302.74,1.2,6.36,2.3,0.5
34937635000022,01.47Z,5746.25,7.8,3.8,2.29,9.97
44915264400026,26.51B,3809.48,4.4,3.06,4.37,2.69
79753155500010,10.72Z,2172.18,0.2,0,2.56,0.13
95420083800124,25.92Z,3751.9,3.3,5.23,2.43,3.65
42966477400081,38.11Z,2509.03,1.3,1.34,2.52,0.75
75219878800016,01.23Z,3839.9,0.3,10.0,2.16,2.15
44221676800014,01.24Z,3570.66,0.3,10.0,1.79,2.15
30355946200047,22.29B,5505.11,6.5,3.84,5.03,5.69
72298046300011,32.20Z,3658.53,0.4,8.82,2.32,0.19
33422503400019,25.29Z,2220.83,0.7,0,2.15,0.62
39763478300013,22.21Z,8012.5,10,7.26,2.43,10
30185988000033,27.51Z,3126.47,2.6,4.64,2.5,0.19
31452755700362,22.21Z,8012.5,10,7.26,2.43,10
79868925300010,31.09B,5839.22,0.8,10,4.97,0.73
66365054700016,28.12Z,4213.62,6.5,5.57,2.36,3.28
31930870600047,25.11Z,3988.08,3.3,10.0,2.17,0.74
55211353200022,10.89Z,6670.62,8.6,5.26,2.49,9.9
39350243000027,25.11Z,3988.08,3.3,10.0,2.17,0.74
59365010400023,20.42Z,3934.4,0.5,10.0,2.43,0.06
45139972900024,22.29A,5505.11,6.5,3.84,5.03,5.69
41892972500046,26.51B,3862.21,4.8,3.06,4.37,2.69
77559667900065,27.33Z,4094.23,4.1,9.01,2.42,0.93
43132810300038,22.22Z,4758.8,10,0,2.51,9.09
52339472400133,28.12Z,4228.68,6.6,5.57,2.36,3.28
34740504500019,28.93Z,2795.0,0.1,3.94,2.21,0.17
38230764300041,28.93Z,2795.0,0.1,3.94,2.21,0.17
33221058200042,11.05Z,3064.62,0,5.48,2.3,0.0
38029545100047,26.51B,3756.75,4.0,3.06,4.37,2.69
63712115300018,10.52Z,2192.33,0.5,0,2.5,0.27
39179700800011,10.89Z,6670.62,8.6,5.26,2.49,9.9
35035759600062,28.99B,2614.9,1.2,1.14,4.32,0.74
42337592200022,58.13Z,2158.0,0,0,1.7,0.0
38099400400014,16.24Z,2184.04,0.4,0,2.51,0.19
45000788500038,20.41Z,4075.53,1.7,9.74,2.46,1.08
33140593600229,38.11Z,2509.03,1.3,1.34,2.52,0.75
39353387200023,28.99B,2596.77,0.9,1.14,4.32,0.74
30466850200038,32.99Z,2634.13,0.4,2.56,2.35,0.52
21070019100211,10.11Z,5964.78,6.9,8.33,2.58,6.05
55208131783063,35.11Z,4978.0,10,0,1.9,10
32072254900054,10.71A,2187.31,0.2,0,9.93,0.48
40388188100029,10.52Z,2192.33,0.5,0,2.5,0.27
39902465200253,25.12Z,4536.8,4.7,10.0,2.42,1.76
30422028800027,28.25Z,3350.87,5.3,3.01,2.23,2.69
33642018700096,22.29A,5478.54,6.4,3.84,5.03,5.69
33210631900020,16.24Z,2179.46,0.3,0,2.51,0.19
41325189300017,22.29A,5451.96,6.3,3.84,5.03,5.69
33827279200031,20.41Z,4093.38,1.9,9.74,2.46,1.08
30037945000038,22.23Z,3997.65,5.8,5.48,2.46,2.67
32703372600024,10.12Z,4201.65,1.4,9.23,2.74,1.57
41478901600022,20.42Z,3934.4,0.5,10.0,2.43,0.06
83715042400039,22.21Z,8012.5,10,7.26,2.43,10
76020126900023,25.99B,11511.75,10,10,4.89,7.43
50910363600015,16.24Z,2184.04,0.4,0,2.51,0.19
38501907000155,23.64Z,3874.38,0.7,10.0,2.3,0.47
82264377100030,22.29A,5451.96,6.3,3.84,5.03,5.69
93705035900028,25.11Z,3980.8,3.2,10.0,2.17,0.74
41463881700026,22.22Z,4669.31,9.6,0,2.51,9.09
93715010000017,32.99Z,2639.68,0.5,2.56,2.35,0.52
41140679600010,10.82Z,5366.67,5.1,8.1,2.74,5.45
33854464600015,10.51C,16353.49,6.1,10,9.89,8.91
39814229900054,25.11Z,3988.08,3.3,10.0,2.17,0.74
76820061000014,25.21Z,2173.87,0.3,0,2.31,0.07
97150072300020,18.13Z,2180.53,0.4,0,1.84,0.12
38302098900059,20.15Z,7769.38,10,7.37,2.2,10
32901020100039,10.85Z,2490.8,0.8,1.17,2.8,1.08
71728014300016,17.29Z,3029.2,3.2,2.5,2.23,2.76
38845648500019,10.39A,6111.47,0.9,10,5.27,1.13
71558020500014,25.11Z,3988.08,3.3,10.0,2.17,0.74
63204583700168,28.22Z,3316.21,1.3,6.52,2.21,0.77
41788089500038,20.42Z,3934.4,0.5,10.0,2.43,0.06
38542002100011,10.82Z,5393.9,5.2,8.1,2.74,5.45
33718090500024,10.51C,16573.77,6.3,10,9.89,8.91
33228889300032,25.11Z,3988.08,3.3,10.0,2.17,0.74
40491697500034,25.73A,5836.52,2.4,10,4.45,1.93
48834880600016,28.25Z,3350.87,5.3,3.01,2.23,2.69
39840419400068,10.39B,6111.47,0.9,10,5.27,1.13
33990152200047,14.12Z,3906.09,0.6,10.0,2.33,0.68
72980591100041,17.21A,7414.49,10,1.93,7.32,10
83578016400017,24.52Z,4182.34,3.1,10.0,2.2,1.8
38856906300026,25.99B,11511.75,10,10,4.89,7.43
72203006100047,23.19Z,4299.98,2.6,8.47,2.54,3.26
55211409200026,24.42Z,8652.39,10,9.04,2.36,10
93695027800023,10.11Z,5789.11,6.3,8.33,2.58,6.05
31072715100022,10.82Z,5393.9,5.2,8.1,2.74,5.45
48449094100024,10.71A,2187.31,0.2,0,9.93,0.48
37907779500019,01.21Z,3540.59,0.8,10.0,1.76,1.13
38539406900046,10.86Z,4037.08,1.7,9.57,2.32,1.9
42811351800032,15.12Z,4341.7,2.9,9.63,2.36,2.59
40122481100026,28.41Z,3708.4,1.0,9.29,2.2,0.49
44439886100039,20.41Z,4075.53,1.7,9.74,2.46,1.08
81296879000012,10.71A,2187.31,0.2,0,9.93,0.48
30673432800041,14.13Z,3805.16,0.6,9.88,2.22,0.69
24120056700089,38.11Z,2509.03,1.3,1.34,2.52,0.75
81456235100043,23.61Z,3830.12,1.9,10.0,2.21,0.0
30276822100012,11.02A,2220.4,0.4,0,4.52,0.95
55208131769179,35.11Z,4978.0,10,0,1.9,10
94725202900022,28.13Z,5078.28,10,5.33,2.42,4.26
37972021200032,28.15Z,5990.34,8.6,10.0,2.43,4.1
50370529500031,10.91Z,3233.93,5.6,0,2.28,5.53
60162062800011,08.12Z,4403.9,3.5,10.0,2.14,3.03
44023607300019,10.51A,16573.77,6.3,10,9.89,8.91
48366587300038,38.21Z,4021.27,1.4,10.0,2.4,0.75
42121668000049,25.93Z,6205.37,10,5.3,2.27,7.67
45300504300048,28.11Z,4270.72,2.8,9.81,2.4,1.85
24120018700086,38.11Z,2509.03,1.3,1.34,2.52,0.75
49061931900018,26.51B,3901.75,5.1,3.06,4.37,2.69
37948961000012,01.21Z,3540.59,0.8,10.0,1.76,1.13
48280528000021,26.51A,3888.57,5.0,3.06,4.37,2.69
35255466100236,10.11Z,5964.78,6.9,8.33,2.58,6.05
31570858600013,22.21Z,8012.5,10,7.26,2.43,10
66288034300014,31.09B,5839.22,0.8,10,4.97,0.73
43401461900010,38.11Z,2509.03,1.3,1.34,2.52,0.75
33993845800017,10.51C,16463.63,6.2,10,9.89,8.91
72204912900074,20.51Z,2205.6,0.7,0.02,2.39,0.28
67203997101720,10.51C,16573.77,6.3,10,9.89,8.91
32407397200055,20.53Z,2165.76,0.1,0,2.48,0.08
41263935300017,17.12Z,4106.77,3.1,6.62,2.33,4.72
43408551000015,10.51C,16463.63,6.2,10,9.89,8.91
40012932600015,31.02Z,3226.25,2.5,5.15,2.48,0.36
35157401700015,01.13Z,3871.46,2.1,9.41,2.08,1.74
7180020500164,38.21Z,4021.27,1.4,10.0,2.4,0.75
81615005600033,22.23Z,3958.2,5.5,5.48,2.46,2.67
33044872100069,10.72Z,2172.18,0.2,0,2.56,0.13
44490171400022,14.19Z,2934.44,0.7,4.22,2.33,0.67
64204993600023,17.21A,7414.49,10,1.93,7.32,10
43442223400014,22.23Z,3931.91,5.3,5.48,2.46,2.67
71262071500334,38.11Z,2509.03,1.3,1.34,2.52,0.75
45381075600065,20.41Z,4075.53,1.7,9.74,2.46,1.08
95455105700027,25.73B,5836.52,2.4,10,4.45,1.93
41821507500023,20.13B,7702.38,9.5,5.12,4.4,7.93
62080058100303,23.61Z,3830.12,1.9,10.0,2.21,0.0
56207454200035,26.11Z,5072.68,10,0.24,2.29,10
81226687200033,28.95Z,2432.51,0,1.69,2.26,0
79931368900017,28.91Z,3598.19,2.9,7.03,2.19,1.48
78592081000021,25.72Z,2324.5,1.5,0,2.44,1.48
34883247800013,10.13A,8175.41,4.9,10,5.38,4.81
56204422200023,25.93Z,6205.37,10,5.3,2.27,7.67
79414604300029,29.32Z,2927.23,5.2,0.8,2.43,2.66
56288084900053,38.32Z,2207.54,0.7,0,2.49,0.37
34984417500019,10.13A,8135.65,4.8,10,5.38,4.81
39508181300010,11.02B,2232.6,0.6,0,4.52,0.95
33386751300058,31.03Z,4004.63,0.1,10.0,2.55,0.1
85520050701171,22.11Z,2307.89,1.4,0.29,2.56,0.53
41015297900010,10.13B,8175.41,4.9,10,5.38,4.81
40191844600022,22.23Z,3958.2,5.5,5.48,2.46,2.67
39019072600013,10.13A,8135.65,4.8,10,5.38,4.81
62080058100055,23.61Z,3830.12,1.9,10.0,2.21,0.0
42608008100018,10.85Z,2484.08,0.7,1.17,2.8,1.08
33391638500052,25.11Z,3980.8,3.2,10.0,2.17,0.74
54202662000105,20.16Z,8000.26,10,6.98,2.52,10
44041056100037,71.11Z,2405.35,3.8,0,1.1,0.76
55578017000018,11.01Z,2445.34,2.2,0,2.36,2.32
39781575400130,10.51C,16353.49,6.1,10,9.89,8.91
40156194900017,15.12Z,4402.81,3.3,9.63,2.36,2.59
48937896800023,10.89Z,6596.77,8.4,5.26,2.49,9.9
20004176200069,38.11Z,2509.03,1.3,1.34,2.52,0.75
42513678500010,10.13A,8056.14,4.6,10,5.38,4.81
78130360700019,16.21Z,4922.42,5.4,10.0,2.33,3.15
81237612700021,22.23Z,3918.76,5.2,5.48,2.46,2.67
51481584400030,30.12Z,3809.75,0.2,10.0,2.27,0.19
39642011900101,25.11Z,3988.08,3.3,10.0,2.17,0.74
72980257900056,29.32Z,2947.31,5.4,0.8,2.43,2.66
30499204300055,10.85Z,2477.36,0.6,1.17,2.8,1.08
90542007100029,17.21A,7414.49,10,1.93,7.32,10
33271226400016,17.21A,7414.49,10,1.93,7.32,10
41186348300029,32.12Z,2353.45,1.1,0.57,2.18,0.95
38393867700028,22.21Z,8012.5,10,7.26,2.43,10
39468065600011,20.15Z,7769.38,10,7.37,2.2,10
31775081800013,10.51D,16353.49,6.1,10,9.89,8.91
30568943200022,10.51A,16023.08,5.8,10,9.89,8.91
38379217300015,10.12Z,4190.33,1.3,9.23,2.74,1.57
53313469800018,13.92Z,3618.54,0.6,8.54,2.29,0.43
41803299100022,01.43Z,2186.7,0.3,0,1.92,0.35
47705016500018,16.23Z,6702.58,10,6.56,2.4,7.52
32033006100013,16.24Z,2174.87,0.2,0,2.51,0.19
56211034600078,23.32Z,4022.61,0.5,10.0,2.51,0.57
44095827000025,26.11Z,5072.68,10,0.24,2.29,10
34770081700021,17.29Z,2905.32,2.1,2.5,2.23,2.76
37766849600021,28.99A,2584.68,0.7,1.14,4.32,0.74
38974904500040,28.13Z,5078.28,10,5.33,2.42,4.26
55658003300018,31.01Z,3381.04,3.2,5.15,2.44,1.28
40470198900034,10.52Z,2192.33,0.5,0,2.5,0.27
72201646600020,25.99B,11511.75,10,10,4.89,7.43
52725012000021,11.01Z,2445.34,2.2,0,2.36,2.32
39094241500121,22.22Z,4557.44,9.1,0,2.51,9.09
42874915400020,28.12Z,4153.39,6.1,5.57,2.36,3.28
55548004500015,10.61A,6682.44,2.2,10,4.9,4.71
30547727500013,10.11Z,5759.83,6.2,8.33,2.58,6.05
38540328200010,31.01Z,3372.68,3.1,5.15,2.44,1.28
60372026900019,25.29Z,2215.39,0.6,0,2.15,0.62
39863997100017,01.24Z,3718.81,1.5,10.0,1.79,2.15
